,ID,Job tenure,Age,Car price,Funding amount,Default (y)
5398,5399,2,54,9750,6051,0
5717,5718,26,45,14800,10902,0
5112,5113,2,18,7600,7600,0
1360,1361,48,64,10445,11000,0
911,912,19,81,6995,6995,0
6733,6734,6,32,11970,11005,0
4154,4155,0,31,17303,17303,1
2764,2765,7,56,2373,2373,0
3558,3559,4,60,25900,21854,1
2260,2261,0,55,8180,8180,0
5411,5412,21,58,9836,9836,1
2986,2987,6,66,14069,14069,0
2328,2329,29,46,6900,6900,0
1423,1424,25,51,6860,6860,0
122,123,5,31,16110,15870,0
479,480,32,54,23990,22990,0
4908,4909,6,62,20839,17035,0
5492,5493,7,41,3500,3000,0
293,294,34,53,20245,20995,0
1860,1861,2,19,13990,14237,1
3939,3940,7,37,6237,6999,1
5933,5934,27,62,11000,11789,0
940,941,12,54,5480,5826,1
1671,1672,3,35,11940,5435,0
5432,5433,1,59,9300,7689,0
439,440,32,49,12990,14513,0
1379,1380,2,19,16500,15000,1
847,848,0,25,26000,29175,1
5761,5762,6,43,16690,15690,0
3914,3915,15,53,9192,9192,0
6370,6371,0,33,29990,29990,1
1443,1444,0,22,6300,6828,1
2417,2418,11,55,22880,22656,0
1477,1478,17,55,8500,8500,0
1173,1174,13,33,12030,10280,0
6914,6915,2,67,15118,10394,0
5230,5231,7,26,14240,14240,0
2902,2903,15,45,11500,6500,0
2114,2115,0,31,17000,15641,0
5303,5304,2,60,18000,19422,1
2847,2848,16,77,5990,2990,0
5144,5145,1,50,4990,3211,0
279,280,5,32,11490,11490,0
2233,2234,3,53,12900,2900,0
1915,1916,0,30,8700,9506,0
3277,3278,9,39,22472,22030,0
6907,6908,11,76,18200,14800,0
4436,4437,10,60,11200,5200,0
6421,6422,0,35,13200,7381,0
4284,4285,8,52,24711,28946,1
2826,2827,2,30,10700,10700,0
2022,2023,2,27,13990,15402,1
1101,1102,3,23,21942,21942,0
3082,3083,18,46,22940,20440,0
1694,1695,2,58,6069,6546,0
7008,7009,11,37,13548,15290,0
4173,4174,0,26,16985,18290,0
5834,5835,4,67,16359,14359,0
1699,1700,9,36,29172,16172,0
577,578,2,25,27839,27954,1
59,60,28,48,29139,9139,0
4689,4690,36,52,15985,15281,0
787,788,1,27,5980,4980,0
4217,4218,6,28,22368,19483,0
4730,4731,14,44,24390,7690,0
5441,5442,10,51,15980,13738,0
5140,5141,1,58,15740,13280,0
2197,2198,3,35,13500,11504,0
2446,2447,15,47,22500,18636,1
2168,2169,2,31,3730,4061,0
1345,1346,14,77,4939,5077,0
4614,4615,1,42,18400,17698,0
6947,6948,1,43,10390,7389,0
1183,1184,0,54,8000,8765,0
7339,7340,0,29,7300,8156,0
6820,6821,7,38,29490,21490,0
3703,3704,4,64,12100,12100,0
7321,7322,9,69,11885,12000,0
2906,2907,0,18,12800,13908,1
2874,2875,3,28,8100,4531,0
6307,6308,16,35,9700,9584,0
184,185,0,60,13490,12147,0
2057,2058,0,28,9500,8416,0
1905,1906,4,34,16750,15050,0
5080,5081,28,54,10205,10205,0
420,421,5,41,7990,8908,1
5189,5190,28,47,9380,9380,0
553,554,4,43,4875,5685,0
1397,1398,21,45,15490,17575,1
6645,6646,0,33,9500,9500,1
6192,6193,18,35,7500,7000,0
4755,4756,15,49,9990,17290,0
2034,2035,7,61,12000,11000,0
2276,2277,5,37,25000,25000,0
443,444,17,83,12490,12490,1
3347,3348,21,47,4990,3419,0
5973,5974,17,77,6990,6990,0
1952,1953,17,38,13000,13000,1
2317,2318,18,40,8912,9464,0
7150,7151,0,31,21850,12837,0
693,694,1,35,10900,9900,0
1928,1929,5,29,9500,4827,0
5724,5725,8,37,6990,4822,0
3734,3735,4,49,5570,5570,0
181,182,4,52,3927,4349,0
5875,5876,5,52,21490,11490,0
794,795,3,64,10700,10700,0
1737,1738,13,53,12960,12099,0
4574,4575,15,53,11895,9695,0
2617,2618,12,33,15450,8350,0
6199,6200,0,37,7475,7475,0
3328,3329,5,51,4000,4433,0
1864,1865,7,75,12900,12900,0
6409,6410,0,22,16000,18241,1
3771,3772,16,71,14590,14590,1
4532,4533,4,64,12990,12198,0
6356,6357,0,25,13900,12900,0
530,531,2,50,20000,12655,0
6163,6164,14,52,9000,11220,0
3984,3985,33,50,29800,27300,0
5955,5956,20,44,8999,9529,0
710,711,7,40,6490,7315,1
6498,6499,19,45,5390,5845,0
4483,4484,7,55,15100,15100,0
558,559,1,58,9490,8490,0
6258,6259,3,26,14030,14598,1
6234,6235,6,49,7900,7900,0
1371,1372,4,55,10470,4682,0
6198,6199,26,48,1700,1743,0
6995,6996,3,35,11990,13005,1
907,908,1,52,11500,11500,0
3288,3289,27,52,11690,12728,0
1433,1434,0,24,9990,10879,1
4814,4815,19,56,12500,10622,0
6304,6305,7,53,7990,8796,0
4081,4082,0,20,21600,21612,0
5171,5172,8,55,11395,8879,0
5525,5526,1,58,18390,19471,0
6469,6470,37,63,8828,8828,0
3881,3882,3,23,6750,7073,1
6305,6306,0,40,12390,7390,0
926,927,3,59,7500,7850,0
5758,5759,1,57,7900,8057,0
2124,2125,0,54,16937,18330,0
2164,2165,20,45,7990,8318,0
15,16,1,30,18400,13169,0
6722,6723,4,32,22777,25107,1
315,316,2,47,11490,10941,0
2716,2717,8,73,26839,16839,1
5282,5283,20,39,8395,5818,0
1161,1162,10,48,23940,10704,0
2487,2488,0,22,9600,8600,0
2312,2313,4,68,11100,8556,0
3303,3304,0,54,12990,14254,1
1741,1742,36,54,13140,8435,0
1362,1363,16,52,17200,15908,0
414,415,30,54,23521,13957,0
1212,1213,2,27,30061,25061,0
1758,1759,0,28,6200,3200,0
4634,4635,2,60,17067,15154,0
4629,4630,5,29,12490,13871,0
6693,6694,1,42,11990,11872,0
6178,6179,11,43,13990,13990,0
2654,2655,4,31,15995,17214,1
1170,1171,4,63,13230,13230,0
3467,3468,6,50,8200,8816,0
5798,5799,1,44,16990,16990,0
5538,5539,3,30,9790,9790,0
5679,5680,9,48,15340,15450,1
3012,3013,8,37,18500,19881,1
7269,7270,15,64,7890,8133,1
1323,1324,2,62,16600,14100,0
5903,5904,5,59,14023,14023,1
6577,6578,25,61,9990,7990,0
2825,2826,6,36,29000,29000,1
2486,2487,0,20,10890,10890,1
2807,2808,5,26,10200,12113,0
3045,3046,15,55,7890,8804,1
3592,3593,10,68,9990,10482,0
7359,7360,1,35,10522,11363,1
387,388,5,54,5900,6329,1
4733,4734,13,49,5924,6368,0
1032,1033,14,47,15490,16800,0
4778,4779,4,28,13985,15199,0
5030,5031,1,31,20250,18250,0
5488,5489,0,28,10900,10900,0
1850,1851,0,19,8700,8200,0
6991,6992,4,41,3900,2900,0
5106,5107,1,19,15950,16449,1
2227,2228,7,54,5031,5031,0
1010,1011,12,57,8490,7721,1
1919,1920,6,28,4600,4985,0
931,932,11,72,13819,12819,0
4515,4516,5,22,10800,11823,0
691,692,13,77,6500,6500,1
533,534,8,30,22650,12650,0
6942,6943,1,36,15990,18850,0
2476,2477,10,34,16900,16990,1
1450,1451,2,56,15560,15250,0
652,653,27,61,1500,1581,0
33,34,14,41,16200,17569,0
3785,3786,2,25,17410,13400,1
44,45,1,47,16500,14565,0
3803,3804,11,42,23590,23591,0
2570,2571,17,54,9900,8008,0
964,965,20,37,15000,16687,0
1971,1972,23,63,19500,15477,0
3968,3969,0,52,8000,5364,0
6552,6553,3,37,8650,7165,1
5564,5565,0,49,12190,12190,0
2045,2046,0,26,9325,9450,0
4600,4601,15,49,13990,12176,0
2615,2616,0,41,14500,16911,1
6395,6396,2,43,21959,15959,0
1683,1684,18,47,5582,5582,0
7291,7292,9,61,10930,10930,0
5928,5929,6,68,2948,3088,0
5038,5039,7,49,5239,5693,0
26,27,44,61,19312,19312,0
4048,4049,1,20,15078,15217,1
63,64,0,65,11490,7690,0
1044,1045,0,27,3500,3500,0
2997,2998,5,57,13309,5294,0
6107,6108,0,50,10990,8329,0
3016,3017,3,34,14400,14400,0
1454,1455,7,55,11000,12038,1
227,228,1,52,19350,22561,1
6185,6186,0,49,10750,9362,0
3442,3443,0,24,12500,10500,1
5155,5156,1,29,14990,12768,0
7013,7014,3,68,17950,13190,1
3563,3564,25,51,19910,17914,0
1203,1204,0,22,8900,8900,0
2445,2446,12,54,9990,11686,1
969,970,0,20,15300,18662,1
1805,1806,1,19,9900,9490,1
4865,4866,8,57,5069,3140,0
3614,3615,0,32,6600,6600,0
7146,7147,10,56,19880,21779,0
2691,2692,1,26,11990,4501,0
6341,6342,3,67,7233,7233,1
7026,7027,4,66,25950,21150,0
5263,5264,0,54,6990,6644,0
4726,4727,23,49,21989,21989,0
3554,3555,1,21,11987,11987,1
4781,4782,0,27,9700,4997,0
3460,3461,1,37,10270,8626,1
6121,6122,3,53,6500,5976,0
4392,4393,2,35,11770,12230,0
4058,4059,8,39,12100,9497,0
5077,5078,28,52,12800,6443,0
252,253,19,36,19500,18200,0
2526,2527,1,38,12950,12950,1
6527,6528,4,43,26500,21500,0
1578,1579,1,40,17990,19571,0
1789,1790,2,48,5602,5969,0
6462,6463,1,66,5287,5287,1
6428,6429,17,51,21471,18786,0
4761,4762,1,63,16450,18180,0
3143,3144,6,56,5037,5037,0
2063,2064,4,24,30472,27602,0
4680,4681,1,58,6165,6607,1
5082,5083,0,42,14500,12384,0
2083,2084,14,46,27950,26750,1
5471,5472,0,39,17480,13480,0
5552,5553,4,42,29184,29561,0
4386,4387,8,37,21990,16990,0
3550,3551,0,63,11300,11300,0
641,642,15,58,6500,5500,1
2533,2534,2,54,18244,10241,0
4047,4048,9,37,4000,3759,0
6273,6274,0,21,8690,7330,0
2131,2132,1,27,3700,1600,0
5356,5357,13,42,20289,20289,0
297,298,26,45,8900,6900,0
303,304,0,23,25280,20280,1
2627,2628,5,36,3612,3907,0
3720,3721,13,54,7500,8149,0
4450,4451,11,50,6500,6128,0
6974,6975,15,82,7995,7995,0
3080,3081,35,61,7439,8056,0
3187,3188,0,28,9300,6818,0
655,656,4,55,5550,6109,0
3801,3802,13,65,6100,6490,0
4950,4951,7,50,6269,6877,0
5045,5046,19,74,6500,3400,0
2534,2535,11,48,10025,8167,1
4647,4648,18,41,7490,4742,0
240,241,22,40,23049,17931,0
783,784,11,61,14590,24245,0
1354,1355,48,64,7955,7955,1
1018,1019,1,22,15885,17642,1
4656,4657,3,23,8990,8990,0
977,978,6,24,12025,18473,0
809,810,15,34,10990,10990,0
2882,2883,0,30,21980,24191,1
2127,2128,1,27,20390,23768,0
257,258,4,35,12490,13838,0
1599,1600,12,42,13600,13093,0
893,894,0,35,10470,11612,1
2069,2070,16,39,13870,12752,0
1744,1745,7,36,16847,12743,0
7265,7266,7,32,4634,4998,1
6778,6779,7,66,11950,10900,0
3238,3239,8,60,7990,5690,0
4053,4054,0,34,4100,4100,0
5500,5501,32,48,14790,12790,0
1620,1621,4,21,8890,9714,1
2447,2448,26,58,13900,8934,0
5165,5166,1,20,8700,9319,0
7067,7068,5,41,9100,4415,0
1801,1802,11,51,14330,12630,0
6339,6340,16,46,14790,11790,0
6283,6284,13,54,25500,13690,0
5120,5121,0,34,15714,15003,1
2215,2216,3,20,24377,24016,1
1357,1358,15,66,5901,5901,0
6003,6004,25,50,14990,3710,0
6393,6394,6,30,13992,15090,0
6433,6434,0,59,10050,9164,1
2118,2119,7,37,7200,6591,0
2758,2759,1,58,11400,4606,0
2751,2752,3,38,11834,12450,0
2266,2267,18,49,14600,7086,0
1513,1514,3,20,11900,13073,0
6122,6123,4,52,18100,18100,0
2620,2621,4,27,14975,7396,0
4899,4900,3,33,9018,9018,0
5011,5012,5,54,14780,10780,0
367,368,5,45,5249,5249,0
4560,4561,5,67,17850,18767,1
5086,5087,27,51,20467,8000,0
4423,4424,1,33,4990,5427,1
6961,6962,3,38,15190,15732,1
29,30,2,29,8200,7352,0
4338,4339,41,59,13250,14102,0
5650,5651,6,57,15627,14007,0
7168,7169,4,30,11479,12621,0
2963,2964,4,47,5250,6161,1
1092,1093,27,52,17000,12696,0
5195,5196,6,41,13750,13750,0
124,125,1,41,12900,14292,1
4776,4777,10,54,16500,15212,0
5417,5418,1,23,10700,10700,0
4236,4237,0,21,8900,8965,1
4534,4535,13,32,14490,12490,0
6277,6278,0,47,11288,12647,0
3982,3983,0,53,8990,10258,0
6050,6051,11,72,10490,10490,0
1553,1554,16,36,10000,9065,0
7184,7185,4,26,6900,6900,1
3159,3160,14,42,9200,10330,0
598,599,19,50,5690,6372,0
75,76,4,23,9000,8591,0
1339,1340,15,74,14090,15056,1
1416,1417,2,32,13990,13048,0
7070,7071,12,39,23980,23980,0
6062,6063,26,54,13300,14149,0
4024,4025,0,36,18900,18900,1
3589,3590,6,34,13659,17476,1
4303,4304,9,55,4775,2575,0
3269,3270,0,24,10500,10500,0
3316,3317,4,48,8200,9150,0
149,150,8,32,14640,8122,0
5021,5022,0,22,15250,16836,1
1557,1558,0,22,3870,3455,0
6223,6224,15,50,27590,22906,0
453,454,2,30,32000,27000,0
2614,2615,14,70,13820,9820,0
3103,3104,3,68,10500,9990,0
415,416,17,48,8000,3273,0
5698,5699,3,32,6550,7318,1
6101,6102,2,26,6800,7435,0
808,809,22,80,6089,5602,0
5908,5909,3,53,14010,10104,0
3931,3932,12,32,14090,10822,0
958,959,26,55,17999,14120,0
2098,2099,2,26,20500,20500,0
1119,1120,14,79,7490,2630,0
2818,2819,16,43,6600,7980,0
810,811,23,52,23450,23450,1
4383,4384,1,66,6990,6942,0
1129,1130,2,66,18198,10798,0
834,835,4,70,11974,11974,0
3664,3665,13,47,20990,17795,0
7379,7380,3,22,3990,3990,0
5716,5717,24,47,5255,5255,0
7103,7104,3,58,7795,7795,0
2229,2230,1,60,8990,9650,1
1235,1236,11,44,12790,11490,0
1225,1226,15,46,11390,9254,0
7232,7233,15,66,8990,7386,0
6662,6663,2,58,11490,12948,0
5418,5419,24,60,16500,13500,0
2142,2143,1,22,14000,11756,0
2404,2405,0,19,10669,12311,1
4692,4693,19,57,19990,15781,0
4601,4602,2,26,27500,25502,0
4537,4538,2,41,22329,26658,0
6027,6028,0,28,14500,6000,0
5916,5917,25,59,6070,4070,0
5210,5211,4,35,15490,17585,0
2996,2997,7,47,7500,6551,1
1027,1028,20,56,29480,27480,0
7005,7006,5,70,11557,12032,0
3751,3752,3,24,17490,18403,0
1657,1658,4,22,9490,10270,1
6337,6338,5,52,10990,10990,0
7139,7140,7,40,8675,9425,0
349,350,1,29,16800,14000,0
452,453,38,60,5534,5534,0
662,663,5,54,6731,6731,0
172,173,6,58,11950,12709,0
1405,1406,7,41,15785,17151,0
2623,2624,8,28,4800,3800,0
5777,5778,10,53,16190,15462,0
5701,5702,5,61,14490,14490,0
422,423,20,46,11000,11000,0
3774,3775,5,44,5500,5900,0
6240,6241,8,33,13750,15154,0
1220,1221,0,25,10750,10750,0
881,882,46,62,13420,16278,1
5170,5171,4,53,12138,13274,1
1253,1254,5,38,11990,11941,0
6016,6017,20,44,7990,8672,0
6560,6561,1,22,25040,25154,1
