,Job tenure,Age,Car price,Funding amount,Default (y)
7269,15,64,7890,8133,1
4019,0,37,16500,18798,1
7377,3,48,4600,2764,0
2176,1,28,11000,11000,1
3406,5,33,13000,8615,0
1117,22,59,13900,14621,1
49,0,30,7480,7978,1
5753,7,46,12490,7611,0
6469,37,63,8828,8828,0
4509,19,54,13900,13900,0
6691,12,77,10000,5000,0
297,26,45,8900,6900,0
6548,2,54,4888,4888,0
87,8,47,9950,7950,0
1878,4,58,15800,13800,0
3428,33,61,11800,3800,0
6245,25,53,12500,8000,0
5204,13,72,13170,7170,0
534,4,68,6600,8186,1
691,13,77,6500,6500,1
7038,31,52,8690,6514,0
5198,7,29,10850,5850,0
7163,16,53,8990,10487,1
7306,13,46,8028,6824,0
2522,23,45,8950,8518,0
993,27,55,29400,18800,0
2671,31,59,16519,6877,0
3185,30,47,20190,17814,0
1951,12,73,4850,3150,0
328,9,37,20485,19485,0
3263,11,56,4450,4000,0
2117,26,62,8239,9497,1
7291,9,61,10930,10930,0
6507,5,32,13800,13800,1
2996,7,47,7500,6551,1
5426,17,54,6045,6045,0
349,1,29,16800,14000,0
6671,1,55,7860,5990,0
4981,18,58,4950,5434,0
811,1,30,8490,7490,1
4252,26,48,8800,8800,0
615,30,59,9900,8489,0
5679,9,48,15340,15450,1
4947,11,44,14185,15583,1
7299,4,45,16660,19447,1
567,4,47,6594,7532,1
6033,5,53,9980,8680,0
1964,36,59,7897,8173,0
4323,4,53,16990,13990,0
109,2,23,17990,19713,1
3227,8,71,18500,13760,0
2434,27,43,14748,16097,0
2157,11,61,11900,7400,0
1231,8,35,5800,5800,0
2446,15,47,22500,18636,1
6377,17,62,7990,1611,0
577,2,25,27839,27954,1
4059,12,48,29500,24000,0
3728,8,34,5630,6081,0
2002,3,31,26490,13450,0
3543,30,54,4598,4598,0
3658,4,31,16050,12800,0
1754,0,33,9890,10934,1
6996,4,29,15980,13608,0
51,2,22,13000,2500,0
1705,0,20,26000,28504,1
3116,7,46,5327,3327,0
5425,23,43,10000,10000,0
1888,26,66,4856,4856,0
1780,5,22,15370,17099,1
1225,15,46,11390,9254,0
1808,17,48,9440,10241,0
3288,27,52,11690,12728,0
5324,9,51,3500,3338,0
6490,11,38,23186,6557,0
7156,9,69,13190,8190,0
1840,10,70,6490,4990,0
82,4,37,28854,29000,1
3771,16,71,14590,14590,1
