,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
1867,14,39,17090,17990,0,72,0
1957,5,49,15050,9050,0,60,0
6722,4,32,22777,25107,0,72,1
2072,28,52,27500,24133,0,60,0
4845,3,23,18500,19211,0,72,0
1699,9,36,29172,16172,0,60,0
5362,3,22,18990,17490,0,60,1
1611,13,57,24950,24950,0,72,0
1001,3,56,16490,13000,0,60,0
5910,9,34,7990,9489,0,84,0
4660,0,25,9281,9281,0,48,1
7186,2,49,19990,19990,0,72,1
4743,6,27,9699,8899,0,60,0
3078,3,48,19250,19250,0,60,0
2944,0,20,10990,11075,0,48,1
4394,2,35,9780,11655,0,84,1
5155,1,29,14990,12768,0,48,0
3279,15,40,18900,20499,0,60,0
6141,20,65,26495,26989,0,84,1
2124,0,54,16937,18330,0,60,0
6020,1,54,33485,26485,0,96,0
4030,1,23,8990,10088,0,96,1
5523,16,46,17860,16640,0,60,0
3560,5,28,16200,13128,0,48,0
2413,0,30,12990,14130,0,60,0
7287,0,23,20990,20895,0,72,0
6422,14,57,20600,20600,0,72,0
4305,1,64,13994,14626,0,60,1
2310,25,42,15980,15980,0,48,0
3796,2,27,10500,8728,0,60,0
3548,15,50,13990,12263,0,84,0
3901,0,22,9990,9849,0,72,0
344,10,51,27990,18990,0,36,0
7255,1,36,23490,25708,0,72,0
5737,0,39,19500,18361,0,48,1
4602,1,39,16890,4218,1,60,0
229,4,33,8970,10433,0,72,0
5912,2,23,18900,22048,0,72,1
1002,24,53,25530,16420,1,24,0
3792,0,50,16500,9500,0,36,0
7423,22,43,23900,27815,0,72,0
733,8,82,25990,23315,0,60,0
495,3,46,14000,12832,0,48,0
4898,4,33,10000,10892,0,60,1
5046,0,37,9945,9945,0,60,1
6830,1,18,13690,8690,0,60,0
2694,2,34,16800,15800,0,60,0
3123,14,35,12500,13839,0,48,0
684,5,34,13174,13174,0,60,0
3956,6,45,15490,12484,0,60,0
3682,0,23,7749,8671,0,60,1
4019,0,37,16500,18798,0,60,1
6865,9,38,29980,28341,0,48,0
2176,1,28,11000,11000,0,60,1
3406,5,33,13000,8615,0,48,0
1117,22,59,13900,14621,0,84,1
4746,5,38,18700,16566,0,36,0
4509,19,54,13900,13900,0,72,0
2053,5,35,14351,14182,1,60,0
1123,2,23,7995,7995,0,96,0
3540,16,80,22450,15450,0,36,0
1878,4,58,15800,13800,0,36,0
6951,2,29,15730,14620,0,48,0
3404,7,59,24585,21585,0,60,0
2988,1,44,18900,15900,0,60,0
4593,1,23,15000,15000,0,48,0
1407,1,21,15000,14428,0,84,0
2569,3,41,21990,20279,0,72,0
3208,9,69,13300,12300,0,96,0
993,27,55,29400,18800,0,96,0
6504,1,45,18900,21025,0,96,0
3185,30,47,20190,17814,1,60,0
6950,0,28,13490,13490,0,60,0
328,9,37,20485,19485,0,60,0
402,5,64,12900,14510,0,60,0
1220,0,25,10750,10750,0,24,0
1410,1,21,9190,10723,0,48,0
4299,0,20,27980,27980,0,60,0
106,6,28,20400,18900,0,60,0
1642,1,45,18990,20912,0,60,0
6507,5,32,13800,13800,0,60,1
818,0,25,7950,7950,0,84,0
349,1,29,16800,14000,0,96,0
2722,0,29,14080,14890,0,72,0
4908,6,62,20839,17035,0,60,0
5679,9,48,15340,15450,0,60,1
4947,11,44,14185,15583,0,72,1
7299,4,45,16660,19447,0,72,1
4323,4,53,16990,13990,0,60,0
109,2,23,17990,19713,0,72,1
3227,8,71,18500,13760,0,48,0
4039,0,25,13500,13500,0,36,0
2434,27,43,14748,16097,0,60,0
507,4,23,20960,27184,0,96,0
3826,19,81,23490,18169,0,60,0
2446,15,47,22500,18636,0,96,1
577,2,25,27839,27954,0,72,1
1042,5,49,11999,11999,0,60,0
4059,12,48,29500,24000,0,60,0
2002,3,31,26490,13450,0,48,0
3658,4,31,16050,12800,0,60,0
1754,0,33,9890,10934,0,72,1
6996,4,29,15980,13608,0,48,0
1705,0,20,26000,28504,0,72,1
1780,5,22,15370,17099,0,96,1
4844,1,55,28980,24376,1,60,0
1503,7,60,13990,13990,0,60,0
493,1,41,9990,9990,0,72,0
6490,11,38,23186,6557,1,24,0
6531,0,35,14320,12820,0,60,0
82,4,37,28854,29000,0,72,1
2276,5,37,25000,25000,0,96,0
1513,3,20,11900,13073,0,72,0
